cluster,offset_hex,evo_id,scene,expected_color_id_guess,near_small_values,bytes_before,bytes_after
cluster_D_scene_commands_candidate,0x1775EA,512,tsunomon_to_gabumon,2,-11:2 -6:2 +12:1 +18:2,12 64 02 00 18 00 63 00,17 00 1A 20 0A 00 1A 28 0A 00 01 00 1A 28 0A 00
cluster_D_scene_commands_candidate,0x1775FB,512,tsunomon_to_gabumon,2,-5:1 +7:3 +23:5,28 0A 00 01 00 1A 28 0A,00 1A 28 0A 00 03 00 1A 20 0B 00 1A 22 FF FF FF
cluster_D_scene_commands_candidate,0x177628,512,tsunomon_to_gabumon,2,+9:2 +17:2,64 00 14 00 1A 20 14 00,64 00 20 00 10 82 16 02 32 00 20 00 10 82 28 02
cluster_D_scene_commands_candidate,0x177630,534,agumon_warp_to_wargreymon,1,-7:2 +9:2 +22:6,00 02 64 00 20 00 10 82,32 00 20 00 10 82 28 02 10 00 0E A0 42 A0 64 00
cluster_D_scene_commands_candidate,0x177653,512,tsunomon_to_gabumon,2,-7:1 -5:6 +3:6 +9:3 +11:6 +17:4 +22:2,00 01 00 06 00 1A 2C 0A,00 06 00 1A 2C 0A 00 03 00 06 00 1A 2C 0B 00 04
cluster_D_scene_commands_candidate,0x177668,512,tsunomon_to_gabumon,2,-12:3 -10:6 -4:4 +9:2 +13:2 +21:2 +23:2,1A 2C 0B 00 04 00 0F 00,50 00 20 00 10 82 62 02 20 00 00 02 B8 00 20 00
cluster_D_scene_commands_candidate,0x177674,512,tsunomon_to_gabumon,2,-11:2 -3:2 +9:2 +11:2,20 00 10 82 62 02 20 00,B8 00 20 00 10 80 6A 02 00 02 36 00 0E A0 43 A0
cluster_D_scene_commands_candidate,0x17767E,512,tsunomon_to_gabumon,2,-9:2 -1:2 +23:2,B8 00 20 00 10 80 6A 02,36 00 0E A0 43 A0 64 00 1A 2A 14 00 64 00 14 00
cluster_D_scene_commands_candidate,0x177694,512,tsunomon_to_gabumon,2,+11:2 +15:2 +20:2,64 00 14 00 1A 20 14 00,1E 00 0E A0 1A 00 64 00 00 02 50 00 00 02 20 00
cluster_D_scene_commands_candidate,0x17769E,512,tsunomon_to_gabumon,2,-9:2 +5:2 +10:2 +17:2,1E 00 0E A0 1A 00 64 00,50 00 00 02 20 00 12 64 02 00 18 00 63 00 00 02
cluster_D_scene_commands_candidate,0x1776A2,512,tsunomon_to_gabumon,2,-3:2 +6:2 +13:2,1A 00 64 00 00 02 50 00,20 00 12 64 02 00 18 00 63 00 00 02 17 00 1A 20
cluster_D_scene_commands_candidate,0x1776AE,512,tsunomon_to_gabumon,2,-11:2 -6:2 +12:1 +18:2,12 64 02 00 18 00 63 00,17 00 1A 20 0A 00 1A 28 0A 00 01 00 1A 28 0A 00
cluster_D_scene_commands_candidate,0x1776BF,512,tsunomon_to_gabumon,2,-5:1 +7:3 +23:5,28 0A 00 01 00 1A 28 0A,00 1A 28 0A 00 03 00 1A 20 0B 00 1A 22 FF FF FF
cluster_D_scene_commands_candidate,0x1776EC,512,tsunomon_to_gabumon,2,+9:2 +17:2,64 00 14 00 1A 20 14 00,64 00 20 00 10 82 17 02 32 00 20 00 10 82 29 02
cluster_D_scene_commands_candidate,0x1776F4,535,gabumon_warp_to_metalgarurumon,2,-7:2 +9:2 +22:7,00 02 64 00 20 00 10 82,32 00 20 00 10 82 29 02 10 00 0E A0 87 A0 64 00
cluster_D_scene_commands_candidate,0x177717,512,tsunomon_to_gabumon,2,-7:1 -5:7 +3:7 +9:3 +11:7 +17:4 +22:2,00 01 00 07 00 1A 2C 0A,00 07 00 1A 2C 0A 00 03 00 07 00 1A 2C 0B 00 04
cluster_D_scene_commands_candidate,0x17772C,512,tsunomon_to_gabumon,2,-12:3 -10:7 -4:4 +9:2 +13:2 +21:2 +23:2,1A 2C 0B 00 04 00 0F 00,50 00 20 00 10 82 63 02 20 00 00 02 B8 00 20 00
cluster_D_scene_commands_candidate,0x177738,512,tsunomon_to_gabumon,2,-11:2 -3:2 +9:2 +11:2,20 00 10 82 63 02 20 00,B8 00 20 00 10 80 6B 02 00 02 36 00 0E A0 88 A0
cluster_D_scene_commands_candidate,0x177742,512,tsunomon_to_gabumon,2,-9:2 -1:2 +23:2,B8 00 20 00 10 80 6B 02,36 00 0E A0 88 A0 64 00 1A 2A 14 00 64 00 14 00
cluster_D_scene_commands_candidate,0x177758,512,tsunomon_to_gabumon,2,+11:2 +15:2 +20:2,64 00 14 00 1A 20 14 00,1E 00 0E A0 1A 00 64 00 00 02 50 00 00 02 20 00
cluster_D_scene_commands_candidate,0x177762,512,tsunomon_to_gabumon,2,-9:2 +5:2 +10:2 +17:2,1E 00 0E A0 1A 00 64 00,50 00 00 02 20 00 12 64 02 00 18 00 63 00 00 02
cluster_D_scene_commands_candidate,0x177766,512,tsunomon_to_gabumon,2,-3:2 +6:2 +13:2,1A 00 64 00 00 02 50 00,20 00 12 64 02 00 18 00 63 00 00 02 17 00 1A 20
cluster_D_scene_commands_candidate,0x177772,512,tsunomon_to_gabumon,2,-11:2 -6:2 +12:1 +18:2,12 64 02 00 18 00 63 00,17 00 1A 20 0A 00 1A 28 0A 00 01 00 1A 28 0A 00
cluster_D_scene_commands_candidate,0x177783,512,tsunomon_to_gabumon,2,-5:1 +7:3 +23:5,28 0A 00 01 00 1A 28 0A,00 1A 28 0A 00 03 00 1A 20 0B 00 1A 22 FF FF FF
cluster_D_scene_commands_candidate,0x1777B0,512,tsunomon_to_gabumon,2,+9:2 +17:2,64 00 14 00 1A 20 14 00,64 00 20 00 10 82 18 02 32 00 20 00 10 82 2A 02
cluster_D_scene_commands_candidate,0x1777B8,536,wargreymon_metalgarurumon_omegamon,99,-7:2 +9:2 +22:8,00 02 64 00 20 00 10 82,32 00 20 00 10 82 2A 02 10 00 0E A0 BD A0 64 00
cluster_D_scene_commands_candidate,0x1777DB,512,tsunomon_to_gabumon,2,-7:1 -5:8 +3:8 +9:3 +11:8 +17:4 +22:2,00 01 00 08 00 1A 2C 0A,00 08 00 1A 2C 0A 00 03 00 08 00 1A 2C 0B 00 04
cluster_D_scene_commands_candidate,0x1777F0,512,tsunomon_to_gabumon,2,-12:3 -10:8 -4:4 +9:2 +13:2 +21:2 +23:2,1A 2C 0B 00 04 00 0F 00,50 00 20 00 10 82 64 02 20 00 00 02 B8 00 20 00
cluster_D_scene_commands_candidate,0x1777FC,512,tsunomon_to_gabumon,2,-11:2 -3:2 +9:2 +11:2,20 00 10 82 64 02 20 00,B8 00 20 00 10 80 6C 02 00 02 36 00 0E A0 BE A0
cluster_D_scene_commands_candidate,0x177806,512,tsunomon_to_gabumon,2,-9:2 -1:2 +23:2,B8 00 20 00 10 80 6C 02,36 00 0E A0 BE A0 64 00 1A 2A 14 00 64 00 14 00
cluster_D_scene_commands_candidate,0x17781C,512,tsunomon_to_gabumon,2,+11:2 +15:2 +20:2,64 00 14 00 1A 20 14 00,1E 00 0E A0 1A 00 64 00 00 02 50 00 00 02 20 00
cluster_D_scene_commands_candidate,0x177826,512,tsunomon_to_gabumon,2,-9:2 +5:2 +10:2 +17:2,1E 00 0E A0 1A 00 64 00,50 00 00 02 20 00 12 64 02 00 18 00 63 00 00 02
cluster_D_scene_commands_candidate,0x17782A,512,tsunomon_to_gabumon,2,-3:2 +6:2 +13:2,1A 00 64 00 00 02 50 00,20 00 12 64 02 00 18 00 63 00 00 02 17 00 1A 20
cluster_D_scene_commands_candidate,0x177836,512,tsunomon_to_gabumon,2,-11:2 -6:2 +12:1 +18:2,12 64 02 00 18 00 63 00,17 00 1A 20 0A 00 1A 28 0A 00 01 00 1A 28 0A 00
cluster_D_scene_commands_candidate,0x177847,512,tsunomon_to_gabumon,2,-5:1 +7:3 +23:7,28 0A 00 01 00 1A 28 0A,00 1A 28 0A 00 03 00 1A 20 0B 00 1A 22 FF FF FF
cluster_D_scene_commands_candidate,0x177870,512,tsunomon_to_gabumon,2,-12:5 -10:5 -5:1 +6:2 +10:1 +13:2 +22:7,10 C4 F7 01 FF FF FF FF,5F 00 12 64 02 00 19 00 01 00 00 02 19 00 BD FC
cluster_D_scene_commands_candidate,0x17787C,512,tsunomon_to_gabumon,2,-11:2 -6:2 -2:1 +10:7 +15:1 +16:5 +18:5 +23:1,12 64 02 00 19 00 01 00,19 00 BD FC 0C 00 0F 80 07 00 10 C4 FC 01 05 00
cluster_D_scene_commands_candidate,0x177898,512,tsunomon_to_gabumon,2,-12:5 -10:5 -5:1 +6:2 +10:1 +13:2 +22:7,10 C4 F7 01 FF FF FF FF,5F 00 12 64 02 00 19 00 01 00 00 02 19 00 BD FC
cluster_D_scene_commands_candidate,0x1778A4,512,tsunomon_to_gabumon,2,-11:2 -6:2 -2:1 +10:7 +15:1 +16:5 +18:5 +23:1,12 64 02 00 19 00 01 00,19 00 BD FC 0C 00 0F 80 07 00 10 C4 FF 01 05 00
cluster_D_scene_commands_candidate,0x1778B2,511,koromon_to_agumon,1,-4:7 +2:5 +4:5 +9:1 +15:2 +20:2,0C 00 0F 80 07 00 10 C4,05 00 05 00 10 C4 F7 01 FF FF FF FF 00 02 5F 00
cluster_D_scene_commands_candidate,0x1778C0,512,tsunomon_to_gabumon,2,-12:5 -10:5 -5:1 +6:2 +10:1 +13:2 +22:7,10 C4 F7 01 FF FF FF FF,5F 00 12 64 02 00 19 00 01 00 00 02 19 00 BD FC
cluster_D_scene_commands_candidate,0x1778CC,512,tsunomon_to_gabumon,2,-11:2 -6:2 -2:1 +10:7 +14:2 +15:2 +16:5 +18:5 +23:1,12 64 02 00 19 00 01 00,19 00 BD FC 0C 00 0F 80 07 00 10 C4 02 02 05 00
cluster_D_scene_commands_candidate,0x1778DA,514,mochimon_to_tentomon,4,-4:7 +2:5 +4:5 +9:1 +15:2 +20:2,0C 00 0F 80 07 00 10 C4,05 00 05 00 10 C4 F7 01 FF FF FF FF 00 02 5F 00
cluster_D_scene_commands_candidate,0x1778E8,512,tsunomon_to_gabumon,2,-12:5 -10:5 -5:1 +6:2 +10:1 +13:2 +22:7,10 C4 F7 01 FF FF FF FF,5F 00 12 64 02 00 19 00 01 00 00 02 19 00 BD FC
cluster_D_scene_commands_candidate,0x1778F4,512,tsunomon_to_gabumon,2,-11:2 -6:2 -2:1 +10:7 +14:5 +15:2 +16:5 +18:5 +23:1,12 64 02 00 19 00 01 00,19 00 BD FC 0C 00 0F 80 07 00 10 C4 05 02 05 00
cluster_D_scene_commands_candidate,0x177902,517,tokomon_to_patamon,7,-4:7 +2:5 +4:5 +9:1 +15:2 +20:2,0C 00 0F 80 07 00 10 C4,05 00 05 00 10 C4 F7 01 FF FF FF FF 00 02 5F 00
cluster_D_scene_commands_candidate,0x177910,512,tsunomon_to_gabumon,2,-12:5 -10:5 -5:1 +6:2 +10:1 +13:2 +22:7,10 C4 F7 01 FF FF FF FF,5F 00 12 64 02 00 19 00 01 00 00 02 19 00 BD FC
cluster_D_scene_commands_candidate,0x17791C,512,tsunomon_to_gabumon,2,-11:2 -6:2 -2:1 +10:7 +14:8 +15:2 +16:5 +18:5 +23:1,12 64 02 00 19 00 01 00,19 00 BD FC 0C 00 0F 80 07 00 10 C4 08 02 05 00
cluster_D_scene_commands_candidate,0x17792A,520,piyomon_to_birdramon,3,-4:7 +2:5 +4:5 +9:1 +15:2 +20:2,0C 00 0F 80 07 00 10 C4,05 00 05 00 10 C4 F7 01 FF FF FF FF 00 02 5F 00
cluster_D_scene_commands_candidate,0x177938,512,tsunomon_to_gabumon,2,-12:5 -10:5 -5:1 +6:2 +10:1 +13:2 +22:7,10 C4 F7 01 FF FF FF FF,5F 00 12 64 02 00 19 00 01 00 00 02 19 00 BD FC
cluster_D_scene_commands_candidate,0x177944,512,tsunomon_to_gabumon,2,-11:2 -6:2 -2:1 +10:7 +15:2 +16:5 +18:5 +23:1,12 64 02 00 19 00 01 00,19 00 BD FC 0C 00 0F 80 07 00 10 C4 0B 02 05 00
cluster_D_scene_commands_candidate,0x177952,523,gomamon_to_ikkakumon,6,-4:7 +2:5 +4:5 +9:1 +15:2 +20:2,0C 00 0F 80 07 00 10 C4,05 00 05 00 10 C4 F7 01 FF FF FF FF 00 02 5F 00
cluster_D_scene_commands_candidate,0x177960,512,tsunomon_to_gabumon,2,-12:5 -10:5 -5:1 +6:2 +10:1 +13:2 +22:7,10 C4 F7 01 FF FF FF FF,5F 00 12 64 02 00 19 00 01 00 00 02 19 00 BD FC
cluster_D_scene_commands_candidate,0x17796C,512,tsunomon_to_gabumon,2,-11:2 -6:2 -2:1 +10:7 +15:2 +16:5 +18:5 +23:1,12 64 02 00 19 00 01 00,19 00 BD FC 0C 00 0F 80 07 00 10 C4 0E 02 05 00
cluster_D_scene_commands_candidate,0x17797A,526,garurumon_to_weregarurumon,2,-4:7 +2:5 +4:5 +9:1 +15:2 +20:2,0C 00 0F 80 07 00 10 C4,05 00 05 00 10 C4 F7 01 FF FF FF FF 00 02 5F 00
cluster_D_scene_commands_candidate,0x177988,512,tsunomon_to_gabumon,2,-12:5 -10:5 -5:1 +6:2 +10:1 +13:2 +18:6 +20:8 +23:8,10 C4 F7 01 FF FF FF FF,5F 00 12 64 02 00 19 00 01 00 00 02 19 00 BD FC
cluster_D_scene_commands_candidate,0x177994,512,tsunomon_to_gabumon,2,-11:2 -6:2 -2:1 +6:6 +8:8 +11:8 +14:7 +19:1 +22:1,12 64 02 00 19 00 01 00,19 00 BD FC 06 00 08 0C 00 08 78 00 07 2C 80 00
cluster_D_scene_commands_candidate,0x177A09,517,tokomon_to_patamon,7,-3:1 +3:1 +6:5 +7:1 +9:2 +11:1 +14:5 +15:2 +17:2 +19:1 +22:5 +23:3,FC 41 00 0D 00 01 82 47,00 01 A2 47 05 01 00 02 00 01 A2 47 05 02 00 02
cluster_D_scene_commands_candidate,0x177A11,512,tsunomon_to_gabumon,2,-11:1 -8:5 -7:2 -5:1 -2:5 -1:1 +3:1 +6:5 +7:2 +9:2 +11:1 +14:5 +15:3 +17:2 +19:1 +22:5 +23:4,05 02 00 01 A2 47 05 01,00 01 A2 47 05 02 00 02 00 01 A2 47 05 03 00 02
cluster_D_scene_commands_candidate,0x177A17,517,tokomon_to_patamon,7,-11:1 -8:5 -7:1 -5:2 -3:1 +3:2 +5:1 +8:5 +9:3 +11:2 +13:1 +16:5 +17:4,05 01 00 02 00 01 A2 47,00 02 00 01 A2 47 05 03 00 02 00 01 A2 47 05 04
cluster_D_scene_commands_candidate,0x177A19,512,tsunomon_to_gabumon,2,-10:5 -9:1 -7:2 -5:1 -2:5 -1:2 +3:1 +6:5 +7:3 +9:2 +11:1 +14:5 +15:4,00 02 00 01 A2 47 05 02,00 01 A2 47 05 03 00 02 00 01 A2 47 05 04 00 02
cluster_D_scene_commands_candidate,0x177A21,512,tsunomon_to_gabumon,2,-10:5 -9:2 -7:2 -5:1 -2:5 -1:3 +3:1 +6:5 +7:4,00 02 00 01 A2 47 05 03,00 01 A2 47 05 04 00 02 00 01 A2 47 05 05 00 02
cluster_E_scene_commands_candidate,0x180E1B,511,koromon_to_agumon,1,+5:3 +6:5 +11:1 +15:3 +16:4 +23:3,FF FD 00 03 05 00 00 E0,00 FC 00 03 05 00 00 E0 FF 01 00 FD 00 03 04 00
cluster_E_scene_commands_candidate,0x180E25,511,koromon_to_agumon,1,-9:1 -5:3 -4:5 +5:3 +6:4 +13:3 +14:5 +19:1 +23:3,00 FC 00 03 05 00 00 E0,00 FD 00 03 04 00 00 E0 FF FE 00 03 05 00 00 E0
cluster_E_scene_commands_candidate,0x180E37,511,koromon_to_agumon,1,-12:4 -5:3 -4:5 +5:3 +6:4 +13:3 +14:5 +19:1 +23:3,FF FE 00 03 05 00 00 E0,00 FE 00 03 04 00 00 E0 FF FF 00 03 05 00 00 E0
cluster_E_scene_commands_candidate,0x180E49,511,koromon_to_agumon,1,-12:4 -5:3 -4:5 +5:3 +6:4 +12:1 +13:3 +14:5 +19:1 +22:1 +23:3,FF FF 00 03 05 00 00 E0,00 FF 00 03 04 00 00 E0 FF 00 01 03 05 00 00 E0
cluster_E_scene_commands_candidate,0x180E5B,511,koromon_to_agumon,1,-12:4 -6:1 -5:3 -4:5 +4:1 +5:3 +6:4 +11:1 +12:1 +13:3 +14:5 +19:1 +21:1 +22:1 +23:3,FF 00 01 03 05 00 00 E0,00 00 01 03 04 00 00 E0 FF 01 01 03 05 00 00 E0
cluster_E_scene_commands_candidate,0x180E65,511,koromon_to_agumon,1,-9:1 -6:1 -5:3 -4:4 +2:1 +3:3 +4:5 +9:1 +11:1 +12:1 +13:3 +14:4 +19:2 +20:1 +21:3 +22:4,00 00 01 03 04 00 00 E0,01 03 05 00 00 E0 FF 01 00 01 01 03 04 00 00 E0
cluster_E_scene_commands_candidate,0x180E6D,511,koromon_to_agumon,1,-12:4 -7:1 -6:1 -5:3 -4:5 +3:1 +4:1 +5:3 +6:4 +11:2 +12:1 +13:3 +14:4 +19:3 +20:1 +21:3 +22:5,FF 01 01 03 05 00 00 E0,00 01 01 03 04 00 00 E0 FF 02 01 03 04 00 00 E0
cluster_E_scene_commands_candidate,0x180E87,511,koromon_to_agumon,1,-12:4 -7:3 -6:1 -5:3 -4:5 +3:2 +4:1 +5:3 +6:5 +11:1 +13:3 +14:1 +15:3 +16:4 +22:1 +23:3,FF 03 01 03 05 00 00 E0,00 02 01 03 05 00 00 E0 FF 01 00 03 01 03 04 00
cluster_E_scene_commands_candidate,0x180E89,512,tsunomon_to_gabumon,2,-9:3 -8:1 -7:3 -6:5 -1:1 +2:1 +3:3 +4:5 +9:1 +11:3 +12:1 +13:3 +14:4 +20:1 +21:3 +22:4,01 03 05 00 00 E0 FF 01,01 03 05 00 00 E0 FF 01 00 03 01 03 04 00 00 00
cluster_E_scene_commands_candidate,0x180E91,511,koromon_to_agumon,1,-9:1 -7:2 -6:1 -5:3 -4:5 +3:3 +4:1 +5:3 +6:4 +12:1 +13:3 +14:4 +20:1 +21:3 +22:4,00 02 01 03 05 00 00 E0,00 03 01 03 04 00 00 00 00 D0 01 03 04 00 00 00
cluster_E_scene_commands_candidate,0x180F03,511,koromon_to_agumon,1,-12:4 -5:3 -4:5 +5:3 +6:4 +13:3 +14:5 +19:1 +23:3,FF FF 00 03 05 00 00 E0,00 FF 00 03 04 00 00 E0 FF FF 00 03 05 00 00 E0
cluster_E_scene_commands_candidate,0x180F15,511,koromon_to_agumon,1,-12:4 -5:3 -4:5 +5:3 +6:4 +13:3 +14:5 +19:1 +23:3,FF FF 00 03 05 00 00 E0,00 FF 00 03 04 00 00 E0 FF FF 00 03 05 00 00 E0
cluster_E_scene_commands_candidate,0x180F27,511,koromon_to_agumon,1,-12:4 -5:3 -4:5 +5:3 +6:4 +13:3 +14:4 +21:3 +22:5 +23:5,FF FF 00 03 05 00 00 E0,00 FF 00 03 04 FB FF E0 FF F8 00 03 04 FB FF E0
cluster_E_scene_commands_candidate,0x180F41,511,koromon_to_agumon,1,-12:4 -5:3 -4:5 -3:5 +5:3 +6:5 +7:5 +11:1 +15:3 +16:4 +22:1 +23:3,FF FE 00 03 05 05 00 E0,00 F8 00 03 05 05 00 E0 FF 01 00 FE 00 03 04 00
cluster_E_scene_commands_candidate,0x180F4B,511,koromon_to_agumon,1,-9:1 -5:3 -4:5 -3:5 +5:3 +6:4 +12:1 +13:3 +14:4 +20:1 +21:3 +22:5,00 F8 00 03 05 05 00 E0,00 FE 00 03 04 00 00 E0 FF 1A 01 03 04 00 00 E0
cluster_E_scene_commands_candidate,0x180F65,511,koromon_to_agumon,1,-12:4 -6:1 -5:3 -4:5 +4:1 +5:3 +6:5 +11:1 +14:1 +15:3 +16:4 +22:1 +23:3,FF 1B 01 03 05 00 00 E0,00 1A 01 03 05 00 00 E0 FF 01 00 1B 01 03 04 00
cluster_E_scene_commands_candidate,0x180F6F,511,koromon_to_agumon,1,-9:1 -6:1 -5:3 -4:5 +4:1 +5:3 +6:4 +12:1 +13:3 +14:4 +20:1 +21:3 +22:5,00 1A 01 03 05 00 00 E0,00 1B 01 03 04 00 00 E0 FF 1C 01 03 04 00 00 E0
cluster_E_scene_commands_candidate,0x180F89,511,koromon_to_agumon,1,-12:4 -6:1 -5:3 -4:5 +4:1 +5:3 +6:5 +11:1 +14:1 +15:3 +16:4 +22:1 +23:3,FF 1D 01 03 05 00 00 E0,00 1C 01 03 05 00 00 E0 FF 01 00 1D 01 03 04 00
cluster_E_scene_commands_candidate,0x180F93,511,koromon_to_agumon,1,-9:1 -6:1 -5:3 -4:5 +4:1 +5:3 +6:4 +12:1 +13:3 +14:4 +20:1 +21:3 +22:5,00 1C 01 03 05 00 00 E0,00 1D 01 03 04 00 00 E0 FF 1E 01 03 04 00 00 E0
cluster_E_scene_commands_candidate,0x180FAD,511,koromon_to_agumon,1,-12:4 -6:1 -5:3 -4:5 +4:1 +5:3 +6:5 +11:1 +14:1 +15:3 +16:4 +22:1 +23:3,FF 1F 01 03 05 00 00 E0,00 1E 01 03 05 00 00 E0 FF 01 00 1F 01 03 04 00
cluster_E_scene_commands_candidate,0x180FB7,511,koromon_to_agumon,1,-9:1 -6:1 -5:3 -4:5 +4:1 +5:3 +6:4 +12:1 +13:3 +14:5 +19:1 +22:1 +23:3,00 1E 01 03 05 00 00 E0,00 1F 01 03 04 00 00 E0 FF 20 01 03 05 00 00 E0
cluster_E_scene_commands_candidate,0x180FC9,511,koromon_to_agumon,1,-12:4 -6:1 -5:3 -4:5 +4:1 +5:3 +6:4 +12:1 +13:3 +14:5 +19:1 +22:1 +23:3,FF 20 01 03 05 00 00 E0,00 20 01 03 04 00 00 E0 FF 21 01 03 05 00 00 E0
cluster_E_scene_commands_candidate,0x180FDB,511,koromon_to_agumon,1,-12:4 -6:1 -5:3 -4:5 +4:1 +5:3 +6:4 +12:1 +13:3 +14:5 +19:1 +22:1 +23:3,FF 21 01 03 05 00 00 E0,00 21 01 03 04 00 00 E0 FF 22 01 03 05 00 00 E0
cluster_E_scene_commands_candidate,0x180FED,511,koromon_to_agumon,1,-12:4 -6:1 -5:3 -4:5 +4:1 +5:3 +6:4 +12:1 +13:3 +14:5 +19:1 +22:1 +23:3,FF 22 01 03 05 00 00 E0,00 22 01 03 04 00 00 E0 FF 23 01 03 05 00 00 E0
cluster_E_scene_commands_candidate,0x180FFF,511,koromon_to_agumon,1,-12:4 -6:1 -5:3 -4:5 +4:1 +5:3 +6:4 +12:1 +13:3 +14:4 +20:1 +21:3 +22:5,FF 23 01 03 05 00 00 E0,00 23 01 03 04 00 00 E0 FF 24 01 03 04 00 00 E0
cluster_E_scene_commands_candidate,0x181019,511,koromon_to_agumon,1,-12:4 -6:1 -5:3 -4:5 +4:1 +5:3 +6:5 +11:1 +14:1 +15:3 +16:4 +22:1 +23:3,FF 25 01 03 05 00 00 E0,00 24 01 03 05 00 00 E0 FF 01 00 25 01 03 04 00
cluster_E_scene_commands_candidate,0x181023,511,koromon_to_agumon,1,-9:1 -6:1 -5:3 -4:5 +4:1 +5:3 +6:4 +12:1 +13:3 +14:4 +20:1 +21:3 +22:4,00 24 01 03 05 00 00 E0,00 25 01 03 04 00 00 00 00 E6 01 03 04 00 00 00
cluster_E_scene_commands_candidate,0x181095,511,koromon_to_agumon,1,-12:4 -6:1 -5:3 -4:5 +4:1 +5:3 +6:4 +12:1 +13:3 +14:5 +19:1 +22:1 +23:3,FF 21 01 03 05 00 00 E0,00 21 01 03 04 00 00 E0 FF 21 01 03 05 00 00 E0
cluster_E_scene_commands_candidate,0x1810A7,511,koromon_to_agumon,1,-12:4 -6:1 -5:3 -4:5 +4:1 +5:3 +6:4 +12:1 +13:3 +14:5 +19:1 +22:1 +23:3,FF 21 01 03 05 00 00 E0,00 21 01 03 04 00 00 E0 FF 21 01 03 05 00 00 E0
cluster_E_scene_commands_candidate,0x1810B9,511,koromon_to_agumon,1,-12:4 -6:1 -5:3 -4:5 +4:1 +5:3 +6:4 +12:1 +13:3 +14:4 +20:1 +21:3 +22:5 +23:4,FF 21 01 03 05 00 00 E0,00 21 01 03 04 FC FF E0 FF 1A 01 03 04 FC FF E0
cluster_E_scene_commands_candidate,0x1810D3,511,koromon_to_agumon,1,-12:4 -6:1 -5:3 -4:5 -3:4 +4:1 +5:3 +6:5 +7:4 +11:1 +14:1 +15:3 +16:4 +22:1 +23:3,FF 20 01 03 05 04 00 E0,00 1A 01 03 05 04 00 E0 FF 01 00 20 01 03 04 00
cluster_E_scene_commands_candidate,0x1810DD,511,koromon_to_agumon,1,-9:1 -6:1 -5:3 -4:5 -3:4 +4:1 +5:3 +6:4 +12:1 +13:3 +14:4 +20:1 +21:3 +22:5,00 1A 01 03 05 04 00 E0,00 20 01 03 04 00 00 E0 FF 3C 01 03 04 00 00 E0
cluster_E_scene_commands_candidate,0x1810F7,511,koromon_to_agumon,1,-12:4 -6:1 -5:3 -4:5 +4:1 +5:3 +6:5 +11:1 +14:1 +15:3 +16:4 +22:1 +23:3,FF 3D 01 03 05 00 00 E0,00 3C 01 03 05 00 00 E0 FF 01 00 3D 01 03 04 00
cluster_E_scene_commands_candidate,0x181101,511,koromon_to_agumon,1,-9:1 -6:1 -5:3 -4:5 +4:1 +5:3 +6:4 +12:1 +13:3 +14:4 +20:1 +21:3 +22:5,00 3C 01 03 05 00 00 E0,00 3D 01 03 04 00 00 E0 FF 3E 01 03 04 00 00 E0
cluster_E_scene_commands_candidate,0x18111B,511,koromon_to_agumon,1,-12:4 -6:1 -5:3 -4:5 +4:1 +5:3 +6:5 +11:1 +14:1 +15:3 +16:4 +22:1 +23:3,FF 3F 01 03 05 00 00 E0,00 3E 01 03 05 00 00 E0 FF 01 00 3F 01 03 04 00
cluster_E_scene_commands_candidate,0x181125,511,koromon_to_agumon,1,-9:1 -6:1 -5:3 -4:5 +4:1 +5:3 +6:4 +12:1 +13:3 +14:4 +20:1 +21:3 +22:5,00 3E 01 03 05 00 00 E0,00 3F 01 03 04 00 00 E0 FF 40 01 03 04 00 00 E0
cluster_E_scene_commands_candidate,0x18113F,511,koromon_to_agumon,1,-12:4 -6:1 -5:3 -4:5 +4:1 +5:3 +6:5 +11:1 +14:1 +15:3 +16:4 +22:1 +23:3,FF 41 01 03 05 00 00 E0,00 40 01 03 05 00 00 E0 FF 01 00 41 01 03 04 00
cluster_E_scene_commands_candidate,0x181149,511,koromon_to_agumon,1,-9:1 -6:1 -5:3 -4:5 +4:1 +5:3 +6:4 +12:1 +13:3 +14:5 +19:1 +22:1 +23:3,00 40 01 03 05 00 00 E0,00 41 01 03 04 00 00 E0 FF 42 01 03 05 00 00 E0
cluster_E_scene_commands_candidate,0x18115B,511,koromon_to_agumon,1,-12:4 -6:1 -5:3 -4:5 +4:1 +5:3 +6:4 +12:1 +13:3 +14:5 +19:1 +22:1 +23:3,FF 42 01 03 05 00 00 E0,00 42 01 03 04 00 00 E0 FF 43 01 03 05 00 00 E0
cluster_E_scene_commands_candidate,0x18116D,511,koromon_to_agumon,1,-12:4 -6:1 -5:3 -4:5 +4:1 +5:3 +6:4 +12:1 +13:3 +14:5 +19:1 +22:1 +23:3,FF 43 01 03 05 00 00 E0,00 43 01 03 04 00 00 E0 FF 44 01 03 05 00 00 E0
cluster_E_scene_commands_candidate,0x18117F,511,koromon_to_agumon,1,-12:4 -6:1 -5:3 -4:5 +4:1 +5:3 +6:4 +12:1 +13:3 +14:5 +19:1 +22:1 +23:3,FF 44 01 03 05 00 00 E0,00 44 01 03 04 00 00 E0 FF 45 01 03 05 00 00 E0
cluster_E_scene_commands_candidate,0x181191,511,koromon_to_agumon,1,-12:4 -6:1 -5:3 -4:5 +4:1 +5:3 +6:4 +12:1 +13:3 +14:4 +20:1 +21:3 +22:5,FF 45 01 03 05 00 00 E0,00 45 01 03 04 00 00 E0 FF 46 01 03 04 00 00 E0
